Metric,Operator1,Operator2,U_statistic,p_value,Significant,Mean1,Mean2,Mean_Diff,Effect_Size_r,CI_Lower,CI_Upper
Invalid Rate (%),ConceptAdditionOperator,SemanticSimilarityCrossover,100.0,6.386444750436982e-05,True,39.334999999999994,0.0,39.334999999999994,0.8451542547285166,37.4759,41.011424999999996
Invalid Rate (%),ConceptAdditionOperator,StylisticMutator,45.0,0.7335371872311481,False,39.334999999999994,40.559000000000005,-1.2240000000000109,-0.08451542547285167,-5.0868499999999965,2.019000000000001
Invalid Rate (%),ConceptAdditionOperator,TypographicalErrorsOperator,0.0,0.00018267179110955002,True,39.334999999999994,53.621,-14.286000000000008,-0.8451542547285166,-16.886224999999992,-11.671449999999998
Invalid Rate (%),InformedEvolutionOperator,LLMBackTranslation_HI,99.0,0.0002461281279052297,True,43.980999999999995,20.079,23.901999999999994,0.8282511696339462,16.61135,31.351975
Invalid Rate (%),InformedEvolutionOperator,LLMBasedParaphrasing,58.0,0.5707503880581739,False,43.980999999999995,40.229,3.7519999999999953,0.13522468075656263,-3.4514000000000005,10.983299999999987
Invalid Rate (%),InformedEvolutionOperator,LLM_POSAwareSynonymReplacement,100.0,0.00018267179110955002,True,43.980999999999995,12.586,31.394999999999996,0.8451542547285166,24.92725,38.621449999999996
Invalid Rate (%),InformedEvolutionOperator,MLM,90.0,0.0028272720911168077,False,43.980999999999995,27.95,16.030999999999995,0.6761234037828133,8.432899999999997,22.999924999999998
Invalid Rate (%),InformedEvolutionOperator,NegationOperator,100.0,0.00018267179110955002,True,43.980999999999995,18.381,25.599999999999994,0.8451542547285166,18.485950000000003,32.753575
Invalid Rate (%),InformedEvolutionOperator,POSAwareAntonymReplacement,100.0,0.0001816511460914649,True,43.980999999999995,4.7909999999999995,39.19,0.8451542547285166,33.11545,45.83425
Invalid Rate (%),InformedEvolutionOperator,SemanticFusionCrossover,17.0,0.013983257746930513,False,43.980999999999995,55.681,-11.700000000000003,-0.557801808120821,-18.557625000000005,-4.836150000000003
Invalid Rate (%),InformedEvolutionOperator,SemanticSimilarityCrossover,100.0,6.386444750436982e-05,True,43.980999999999995,0.0,43.980999999999995,0.8451542547285166,37.66215,50.433550000000004
Invalid Rate (%),InformedEvolutionOperator,StylisticMutator,57.0,0.6231762238821174,False,43.980999999999995,40.559000000000005,3.42199999999999,0.11832159566199232,-3.6340750000000073,10.300624999999982
Invalid Rate (%),InformedEvolutionOperator,TypographicalErrorsOperator,26.5,0.08198366564857765,False,43.980999999999995,53.621,-9.640000000000008,-0.3972224997224028,-16.5367,-2.545200000000003
Invalid Rate (%),LLMBackTranslation_HI,LLMBasedParaphrasing,2.0,0.0003298385207779935,True,20.079,40.229,-20.15,-0.8113480845393759,-25.05205,-14.757575000000001
Invalid Rate (%),LLMBackTranslation_HI,LLM_POSAwareSynonymReplacement,84.0,0.011329696684474666,False,20.079,12.586,7.493,0.5747048932153913,3.3643750000000003,11.535325000000002
Invalid Rate (%),LLMBackTranslation_HI,MLM,17.0,0.014019277113959951,False,20.079,27.95,-7.870999999999999,-0.557801808120821,-12.732850000000006,-2.645025000000007
Invalid Rate (%),LLMBackTranslation_HI,NegationOperator,56.5,0.6500246299061012,False,20.079,18.381,1.6980000000000004,0.10987005311470716,-3.3703749999999975,7.050675
Invalid Rate (%),LLMBackTranslation_HI,POSAwareAntonymReplacement,100.0,0.0001816511460914649,True,20.079,4.7909999999999995,15.288,0.8451542547285166,11.523874999999997,19.155799999999996
Invalid Rate (%),LLMBackTranslation_HI,SemanticFusionCrossover,0.0,0.0001816511460914649,True,20.079,55.681,-35.602,-0.8451542547285166,-39.944075000000005,-30.810524999999995
Invalid Rate (%),LLMBackTranslation_HI,SemanticSimilarityCrossover,100.0,6.386444750436982e-05,True,20.079,0.0,20.079,0.8451542547285166,16.263650000000002,24.05305
Invalid Rate (%),LLMBackTranslation_HI,StylisticMutator,0.0,0.00018267179110955002,True,20.079,40.559000000000005,-20.480000000000004,-0.8451542547285166,-25.318675000000002,-15.511800000000004
Invalid Rate (%),LLMBackTranslation_HI,TypographicalErrorsOperator,0.0,0.00018267179110955002,True,20.079,53.621,-33.542,-0.8451542547285166,-37.74852500000001,-28.984725000000005
Invalid Rate (%),LLMBasedParaphrasing,LLM_POSAwareSynonymReplacement,100.0,0.00018267179110955002,True,40.229,12.586,27.643,0.8451542547285166,23.5647,31.210325000000005
Invalid Rate (%),LLMBasedParaphrasing,MLM,94.0,0.0010079762403767444,False,40.229,27.95,12.279,0.7437357441610946,7.320774999999998,16.896299999999997
Invalid Rate (%),LLMBasedParaphrasing,NegationOperator,100.0,0.00018267179110955002,True,40.229,18.381,21.848,0.8451542547285166,16.916500000000003,26.293499999999995
Invalid Rate (%),LLMBasedParaphrasing,POSAwareAntonymReplacement,100.0,0.0001816511460914649,True,40.229,4.7909999999999995,35.438,0.8451542547285166,31.158250000000002,38.481100000000005
Invalid Rate (%),LLMBasedParaphrasing,SemanticFusionCrossover,0.0,0.0001816511460914649,True,40.229,55.681,-15.451999999999998,-0.8451542547285166,-19.568099999999994,-11.454699999999999
Invalid Rate (%),LLMBasedParaphrasing,SemanticSimilarityCrossover,100.0,6.386444750436982e-05,True,40.229,0.0,40.229,0.8451542547285166,36.367999999999995,43.075025000000004
Invalid Rate (%),LLMBasedParaphrasing,StylisticMutator,52.0,0.9097218891455553,False,40.229,40.559000000000005,-0.3300000000000054,0.03380617018914066,-4.671525000000006,4.037999999999997
Invalid Rate (%),LLMBasedParaphrasing,TypographicalErrorsOperator,0.0,0.00018267179110955002,True,40.229,53.621,-13.392000000000003,-0.8451542547285166,-17.4993,-9.961449999999997
Invalid Rate (%),LLM_POSAwareSynonymReplacement,MLM,0.0,0.00018267179110955002,True,12.586,27.95,-15.363999999999999,-0.8451542547285166,-19.258225,-11.815475000000003
Invalid Rate (%),LLM_POSAwareSynonymReplacement,NegationOperator,19.0,0.021133928129161098,False,12.586,18.381,-5.795,-0.5239956379316802,-9.498074999999998,-1.7420499999999977
Invalid Rate (%),LLM_POSAwareSynonymReplacement,POSAwareAntonymReplacement,98.0,0.0003281333148201422,True,12.586,4.7909999999999995,7.795000000000001,0.8113480845393759,5.443750000000002,9.8321
Invalid Rate (%),LLM_POSAwareSynonymReplacement,SemanticFusionCrossover,0.0,0.0001816511460914649,True,12.586,55.681,-43.095,-0.8451542547285166,-46.15335,-39.804975
Invalid Rate (%),LLM_POSAwareSynonymReplacement,SemanticSimilarityCrossover,100.0,6.386444750436982e-05,True,12.586,0.0,12.586,0.8451542547285166,10.839925,14.4804
Invalid Rate (%),LLM_POSAwareSynonymReplacement,StylisticMutator,0.0,0.00018267179110955002,True,12.586,40.559000000000005,-27.973000000000006,-0.8451542547285166,-31.2662,-24.635725000000004
Invalid Rate (%),LLM_POSAwareSynonymReplacement,TypographicalErrorsOperator,0.0,0.00018267179110955002,True,12.586,53.621,-41.035000000000004,-0.8451542547285166,-43.5053,-38.293800000000005
Invalid Rate (%),MLM,NegationOperator,89.5,0.003185649079894454,False,27.95,18.381,9.568999999999999,0.6676718612355281,4.955825,14.096024999999997
Invalid Rate (%),MLM,POSAwareAntonymReplacement,100.0,0.0001816511460914649,True,27.95,4.7909999999999995,23.159,0.8451542547285166,19.758275,26.7511
Invalid Rate (%),MLM,SemanticFusionCrossover,0.0,0.0001816511460914649,True,27.95,55.681,-27.730999999999998,-0.8451542547285166,-31.763949999999994,-23.043850000000003
Invalid Rate (%),MLM,SemanticSimilarityCrossover,100.0,6.386444750436982e-05,True,27.95,0.0,27.95,0.8451542547285166,24.797974999999997,31.46245
Invalid Rate (%),MLM,StylisticMutator,6.0,0.0010079762403767444,False,27.95,40.559000000000005,-12.609000000000005,-0.7437357441610946,-17.158475000000006,-8.158550000000002
Invalid Rate (%),MLM,TypographicalErrorsOperator,0.0,0.00018267179110955002,True,27.95,53.621,-25.671000000000003,-0.8451542547285166,-29.32834999999999,-21.742774999999995
Invalid Rate (%),NegationOperator,POSAwareAntonymReplacement,99.0,0.00024480482452445495,True,18.381,4.7909999999999995,13.59,0.8282511696339462,9.820200000000002,16.908324999999998
Invalid Rate (%),NegationOperator,SemanticFusionCrossover,0.0,0.0001816511460914649,True,18.381,55.681,-37.3,-0.8451542547285166,-41.5722,-33.2239
Invalid Rate (%),NegationOperator,SemanticSimilarityCrossover,100.0,6.386444750436982e-05,True,18.381,0.0,18.381,0.8451542547285166,14.8558,21.574
Invalid Rate (%),NegationOperator,StylisticMutator,0.0,0.00018267179110955002,True,18.381,40.559000000000005,-22.178000000000004,-0.8451542547285166,-26.76925,-17.939749999999986
Invalid Rate (%),NegationOperator,TypographicalErrorsOperator,0.0,0.00018267179110955002,True,18.381,53.621,-35.24,-0.8451542547285166,-39.16927500000001,-31.450299999999995
Invalid Rate (%),POSAwareAntonymReplacement,SemanticFusionCrossover,0.0,0.00018063472080753515,True,4.7909999999999995,55.681,-50.89,-0.8451542547285166,-53.3995,-47.82939999999999
Invalid Rate (%),POSAwareAntonymReplacement,SemanticSimilarityCrossover,100.0,6.340287417294023e-05,True,4.7909999999999995,0.0,4.7909999999999995,0.8451542547285166,3.9029499999999997,6.164599999999999
Invalid Rate (%),POSAwareAntonymReplacement,StylisticMutator,0.0,0.0001816511460914649,True,4.7909999999999995,40.559000000000005,-35.76800000000001,-0.8451542547285166,-39.325575,-32.877675
Invalid Rate (%),POSAwareAntonymReplacement,TypographicalErrorsOperator,0.0,0.0001816511460914649,True,4.7909999999999995,53.621,-48.830000000000005,-0.8451542547285166,-50.821475,-46.379975
Invalid Rate (%),SemanticFusionCrossover,SemanticSimilarityCrossover,100.0,6.340287417294023e-05,True,55.681,0.0,55.681,0.8451542547285166,52.991525,58.06567500000001
Invalid Rate (%),SemanticFusionCrossover,StylisticMutator,97.0,0.0004374549211627664,True,55.681,40.559000000000005,15.121999999999993,0.7944449994448056,11.104550000000003,19.025949999999998
Invalid Rate (%),SemanticFusionCrossover,TypographicalErrorsOperator,69.0,0.1618146063370114,False,55.681,53.621,2.059999999999995,0.32115861679683627,-1.2574499999999909,5.321499999999991
Invalid Rate (%),SemanticSimilarityCrossover,StylisticMutator,0.0,6.386444750436982e-05,True,0.0,40.559000000000005,-40.559000000000005,-0.8451542547285166,-43.486675,-37.665775
Invalid Rate (%),SemanticSimilarityCrossover,TypographicalErrorsOperator,0.0,6.386444750436982e-05,True,0.0,53.621,-53.621,-0.8451542547285166,-55.3355,-51.634375000000006
Invalid Rate (%),StylisticMutator,TypographicalErrorsOperator,1.0,0.0002461281279052297,True,40.559000000000005,53.621,-13.061999999999998,-0.8282511696339462,-16.140999999999995,-9.634400000000005
Non-Elite Percentage (%),ConceptAdditionOperator,InformedEvolutionOperator,73.5,0.08198366564857765,False,55.077,45.961,9.116,0.3972224997224028,2.691650000000005,15.856249999999994
Non-Elite Percentage (%),ConceptAdditionOperator,LLMBackTranslation_HI,1.5,0.0002836147616017281,True,55.077,70.85000000000001,-15.77300000000001,-0.8197996270866611,-20.01370000000001,-11.588850000000013
Non-Elite Percentage (%),ConceptAdditionOperator,LLMBasedParaphrasing,53.5,0.8205295061094116,False,55.077,55.10799999999999,-0.0309999999999917,0.05916079783099616,-5.116149999999986,5.078474999999996
Non-Elite Percentage (%),ConceptAdditionOperator,LLM_POSAwareSynonymReplacement,0.0,0.00018267179110955002,True,55.077,76.591,-21.513999999999996,-0.8451542547285166,-25.379650000000005,-18.042625000000026
Non-Elite Percentage (%),ConceptAdditionOperator,MLM,26.0,0.07566157214388701,False,55.077,59.504999999999995,-4.427999999999997,-0.40567404226968795,-8.755424999999997,-0.32382500000000536
Non-Elite Percentage (%),ConceptAdditionOperator,NegationOperator,5.0,0.0007685389131627666,False,55.077,71.239,-16.162000000000006,-0.760638829255665,-22.0244,-10.17345
Non-Elite Percentage (%),ConceptAdditionOperator,POSAwareAntonymReplacement,0.0,0.00018267179110955002,True,55.077,83.777,-28.700000000000003,-0.8451542547285166,-32.10980000000002,-24.90175
Non-Elite Percentage (%),ConceptAdditionOperator,SemanticFusionCrossover,100.0,0.00018267179110955002,True,55.077,40.204,14.872999999999998,0.8451542547285166,11.517824999999993,18.374850000000002
Non-Elite Percentage (%),ConceptAdditionOperator,SemanticSimilarityCrossover,100.0,0.00018267179110955002,True,55.077,20.854,34.223,0.8451542547285166,28.179925000000008,40.662375
Non-Elite Percentage (%),ConceptAdditionOperator,StylisticMutator,49.0,0.9698272930212717,False,55.077,55.32000000000001,-0.2430000000000092,-0.01690308509457033,-4.164800000000001,3.443175000000006
Non-Elite Percentage (%),ConceptAdditionOperator,TypographicalErrorsOperator,100.0,0.00018267179110955002,True,55.077,41.875,13.201999999999998,0.8451542547285166,10.085675000000005,16.26467499999999
Non-Elite Percentage (%),InformedEvolutionOperator,LLMBackTranslation_HI,0.0,0.00018267179110955002,True,45.961,70.85000000000001,-24.88900000000001,-0.8451542547285166,-31.71807500000001,-18.626500000000004
Non-Elite Percentage (%),InformedEvolutionOperator,LLMBasedParaphrasing,27.0,0.08897301170181328,False,45.961,55.10799999999999,-9.146999999999991,-0.3887709571751176,-16.070749999999993,-2.198775000000011
Non-Elite Percentage (%),InformedEvolutionOperator,LLM_POSAwareSynonymReplacement,0.0,0.00018267179110955002,True,45.961,76.591,-30.629999999999995,-0.8451542547285166,-37.367200000000004,-24.05524999999999
Non-Elite Percentage (%),InformedEvolutionOperator,MLM,11.0,0.003610514312329602,False,45.961,59.504999999999995,-13.543999999999997,-0.6592203186882429,-20.318299999999986,-7.030975000000006
Non-Elite Percentage (%),InformedEvolutionOperator,NegationOperator,1.0,0.0002461281279052297,True,45.961,71.239,-25.278000000000006,-0.8282511696339462,-33.37612500000001,-17.673350000000017
Non-Elite Percentage (%),InformedEvolutionOperator,POSAwareAntonymReplacement,0.0,0.00018267179110955002,True,45.961,83.777,-37.816,-0.8451542547285166,-43.976124999999996,-31.86690000000001
Non-Elite Percentage (%),InformedEvolutionOperator,SemanticFusionCrossover,65.0,0.27303633975118835,False,45.961,40.204,5.756999999999998,0.253546276418555,-1.0343750000000007,12.028374999999993
Non-Elite Percentage (%),InformedEvolutionOperator,SemanticSimilarityCrossover,98.0,0.0003298385207779935,True,45.961,20.854,25.107,0.8113480845393759,17.9608,33.204299999999996
Non-Elite Percentage (%),InformedEvolutionOperator,StylisticMutator,23.0,0.04515456962427901,False,45.961,55.32000000000001,-9.359000000000009,-0.456383297553399,-15.594324999999994,-3.031500000000007
Non-Elite Percentage (%),InformedEvolutionOperator,TypographicalErrorsOperator,53.5,0.8205295061094116,False,45.961,41.875,4.0859999999999985,0.05916079783099616,-1.78300000000001,10.662049999999999
Non-Elite Percentage (%),LLMBackTranslation_HI,LLMBasedParaphrasing,96.0,0.0005828399431792745,True,70.85000000000001,55.10799999999999,15.742000000000019,0.7775419143502352,10.156925000000015,20.744575000000008
Non-Elite Percentage (%),LLMBackTranslation_HI,LLM_POSAwareSynonymReplacement,20.5,0.028306043228323405,False,70.85000000000001,76.591,-5.7409999999999854,-0.49864101028982477,-9.899225000000001,-1.5204750000000151
Non-Elite Percentage (%),LLMBackTranslation_HI,MLM,95.0,0.0007685389131627666,False,70.85000000000001,59.504999999999995,11.345000000000013,0.760638829255665,6.387525000000011,15.793750000000006
Non-Elite Percentage (%),LLMBackTranslation_HI,NegationOperator,46.0,0.7913367801006604,False,70.85000000000001,71.239,-0.3889999999999958,-0.06761234037828132,-6.349499999999986,5.674625000000001
Non-Elite Percentage (%),LLMBackTranslation_HI,POSAwareAntonymReplacement,2.0,0.0003298385207779935,True,70.85000000000001,83.777,-12.926999999999992,-0.8113480845393759,-16.860174999999984,-8.857999999999995
Non-Elite Percentage (%),LLMBackTranslation_HI,SemanticFusionCrossover,100.0,0.00018267179110955002,True,70.85000000000001,40.204,30.646000000000008,0.8451542547285166,27.008875000000025,34.772075000000015
Non-Elite Percentage (%),LLMBackTranslation_HI,SemanticSimilarityCrossover,100.0,0.00018267179110955002,True,70.85000000000001,20.854,49.99600000000001,0.8451542547285166,43.575725000000006,56.29145
Non-Elite Percentage (%),LLMBackTranslation_HI,StylisticMutator,99.0,0.0002461281279052297,True,70.85000000000001,55.32000000000001,15.530000000000001,0.8282511696339462,11.151974999999988,19.829099999999993
Non-Elite Percentage (%),LLMBackTranslation_HI,TypographicalErrorsOperator,100.0,0.00018267179110955002,True,70.85000000000001,41.875,28.97500000000001,0.8451542547285166,25.405525,32.45222500000001
Non-Elite Percentage (%),LLMBasedParaphrasing,LLM_POSAwareSynonymReplacement,0.0,0.00018267179110955002,True,55.10799999999999,76.591,-21.483000000000004,-0.8451542547285166,-26.089049999999986,-16.378849999999986
Non-Elite Percentage (%),LLMBasedParaphrasing,MLM,29.0,0.12122450301291661,False,55.10799999999999,59.504999999999995,-4.397000000000006,-0.35496478698597694,-9.295199999999989,0.38329999999999
Non-Elite Percentage (%),LLMBasedParaphrasing,NegationOperator,8.0,0.0017062493689195964,False,55.10799999999999,71.239,-16.131000000000014,-0.7099295739719539,-22.21252499999999,-9.91530000000001
Non-Elite Percentage (%),LLMBasedParaphrasing,POSAwareAntonymReplacement,0.0,0.00018267179110955002,True,55.10799999999999,83.777,-28.66900000000001,-0.8451542547285166,-32.94500000000001,-23.852825000000006
Non-Elite Percentage (%),LLMBasedParaphrasing,SemanticFusionCrossover,100.0,0.00018267179110955002,True,55.10799999999999,40.204,14.90399999999999,0.8451542547285166,10.60085,19.776574999999994
Non-Elite Percentage (%),LLMBasedParaphrasing,SemanticSimilarityCrossover,100.0,0.00018267179110955002,True,55.10799999999999,20.854,34.25399999999999,0.8451542547285166,27.67095,40.971025
Non-Elite Percentage (%),LLMBasedParaphrasing,StylisticMutator,46.0,0.7913367801006604,False,55.10799999999999,55.32000000000001,-0.2120000000000175,-0.06761234037828132,-4.748075,4.873249999999991
Non-Elite Percentage (%),LLMBasedParaphrasing,TypographicalErrorsOperator,99.0,0.0002461281279052297,True,55.10799999999999,41.875,13.23299999999999,0.8282511696339462,9.217949999999997,17.758999999999986
Non-Elite Percentage (%),LLM_POSAwareSynonymReplacement,MLM,98.0,0.0003298385207779935,True,76.591,59.504999999999995,17.086,0.8113480845393759,12.79645000000001,21.130099999999995
Non-Elite Percentage (%),LLM_POSAwareSynonymReplacement,NegationOperator,69.5,0.15077333785344002,False,76.591,71.239,5.35199999999999,0.32961015934412147,-0.5052000000000002,11.760124999999992
Non-Elite Percentage (%),LLM_POSAwareSynonymReplacement,POSAwareAntonymReplacement,12.0,0.004586392080253494,False,76.591,83.777,-7.186000000000007,-0.6423172335936725,-10.594974999999975,-3.7795000000000156
Non-Elite Percentage (%),LLM_POSAwareSynonymReplacement,SemanticFusionCrossover,100.0,0.00018267179110955002,True,76.591,40.204,36.38699999999999,0.8451542547285166,32.71517500000001,39.82524999999999
Non-Elite Percentage (%),LLM_POSAwareSynonymReplacement,SemanticSimilarityCrossover,100.0,0.00018267179110955002,True,76.591,20.854,55.736999999999995,0.8451542547285166,50.34952499999999,61.6565
Non-Elite Percentage (%),LLM_POSAwareSynonymReplacement,StylisticMutator,100.0,0.00018267179110955002,True,76.591,55.32000000000001,21.270999999999987,0.8451542547285166,17.114799999999995,25.06039999999998
Non-Elite Percentage (%),LLM_POSAwareSynonymReplacement,TypographicalErrorsOperator,100.0,0.00018267179110955002,True,76.591,41.875,34.715999999999994,0.8451542547285166,31.385050000000003,37.779425
Non-Elite Percentage (%),MLM,NegationOperator,13.0,0.005758630532614327,False,59.504999999999995,71.239,-11.734000000000009,-0.6254141484991023,-17.544799999999995,-5.529924999999993
Non-Elite Percentage (%),MLM,POSAwareAntonymReplacement,0.0,0.00018267179110955002,True,59.504999999999995,83.777,-24.272000000000006,-0.8451542547285166,-27.66629999999999,-20.400899999999996
Non-Elite Percentage (%),MLM,SemanticFusionCrossover,100.0,0.00018267179110955002,True,59.504999999999995,40.204,19.300999999999995,0.8451542547285166,15.828825,23.508475000000004
Non-Elite Percentage (%),MLM,SemanticSimilarityCrossover,100.0,0.00018267179110955002,True,59.504999999999995,20.854,38.650999999999996,0.8451542547285166,32.315325,44.52869999999999
Non-Elite Percentage (%),MLM,StylisticMutator,71.0,0.12122450301291661,False,59.504999999999995,55.32000000000001,4.184999999999988,0.35496478698597694,-0.04592500000000874,8.420825
Non-Elite Percentage (%),MLM,TypographicalErrorsOperator,100.0,0.00018267179110955002,True,59.504999999999995,41.875,17.629999999999995,0.8451542547285166,14.345799999999988,21.257825
Non-Elite Percentage (%),NegationOperator,POSAwareAntonymReplacement,12.0,0.004586392080253494,False,71.239,83.777,-12.537999999999997,-0.6423172335936725,-17.680100000000007,-7.37815
Non-Elite Percentage (%),NegationOperator,SemanticFusionCrossover,100.0,0.00018267179110955002,True,71.239,40.204,31.035000000000004,0.8451542547285166,25.198949999999996,36.801624999999994
Non-Elite Percentage (%),NegationOperator,SemanticSimilarityCrossover,100.0,0.00018267179110955002,True,71.239,20.854,50.385000000000005,0.8451542547285166,42.625800000000005,57.5091
Non-Elite Percentage (%),NegationOperator,StylisticMutator,95.0,0.0007685389131627666,False,71.239,55.32000000000001,15.918999999999997,0.760638829255665,9.912949999999999,22.382975000000005
Non-Elite Percentage (%),NegationOperator,TypographicalErrorsOperator,100.0,0.00018267179110955002,True,71.239,41.875,29.364000000000004,0.8451542547285166,23.549200000000017,34.692375
Non-Elite Percentage (%),POSAwareAntonymReplacement,SemanticFusionCrossover,100.0,0.00018267179110955002,True,83.777,40.204,43.573,0.8451542547285166,40.29895,46.318100000000015
Non-Elite Percentage (%),POSAwareAntonymReplacement,SemanticSimilarityCrossover,100.0,0.00018267179110955002,True,83.777,20.854,62.923,0.8451542547285166,57.41572499999999,68.5026
Non-Elite Percentage (%),POSAwareAntonymReplacement,StylisticMutator,100.0,0.00018267179110955002,True,83.777,55.32000000000001,28.456999999999994,0.8451542547285166,24.73689999999998,31.815900000000024
Non-Elite Percentage (%),POSAwareAntonymReplacement,TypographicalErrorsOperator,100.0,0.00018267179110955002,True,83.777,41.875,41.902,0.8451542547285166,39.327474999999986,44.342025
Non-Elite Percentage (%),SemanticFusionCrossover,SemanticSimilarityCrossover,99.0,0.0002461281279052297,True,40.204,20.854,19.35,0.8282511696339462,13.694524999999997,25.0846
Non-Elite Percentage (%),SemanticFusionCrossover,StylisticMutator,0.0,0.00018267179110955002,True,40.204,55.32000000000001,-15.116000000000007,-0.8451542547285166,-18.78805,-11.877924999999994
Non-Elite Percentage (%),SemanticFusionCrossover,TypographicalErrorsOperator,36.0,0.3074894566186813,False,40.204,41.875,-1.6709999999999994,-0.23664319132398465,-4.333350000000006,0.9505000000000021
Non-Elite Percentage (%),SemanticSimilarityCrossover,StylisticMutator,0.0,0.00018267179110955002,True,20.854,55.32000000000001,-34.46600000000001,-0.8451542547285166,-40.0339,-27.94157500000001
Non-Elite Percentage (%),SemanticSimilarityCrossover,TypographicalErrorsOperator,0.0,0.00018267179110955002,True,20.854,41.875,-21.021,-0.8451542547285166,-26.076825000000003,-16.0004
Non-Elite Percentage (%),StylisticMutator,TypographicalErrorsOperator,99.5,0.00021101981687501444,True,55.32000000000001,41.875,13.445000000000007,0.8367027121812314,10.279300000000001,16.629350000000006
Mean Delta Score,ConceptAdditionOperator,InformedEvolutionOperator,100.0,0.00016972960866145,True,-0.05900000000000001,-0.177,0.11799999999999998,0.8451542547285166,0.09097499999999999,0.14500000000000002
Mean Delta Score,ConceptAdditionOperator,LLMBackTranslation_HI,74.5,0.062018068419752076,False,-0.05900000000000001,-0.079,0.01999999999999999,0.4141255848169731,-0.0010000000000000148,0.047
Mean Delta Score,ConceptAdditionOperator,LLMBasedParaphrasing,66.5,0.21851671651477267,False,-0.05900000000000001,-0.074,0.014999999999999986,0.2789009040604105,-0.011999999999999997,0.04400000000000001
Mean Delta Score,ConceptAdditionOperator,LLM_POSAwareSynonymReplacement,54.0,0.7864991159113965,False,-0.05900000000000001,-0.06000000000000001,0.0010000000000000009,0.06761234037828132,-0.01999999999999999,0.020999999999999998
Mean Delta Score,ConceptAdditionOperator,MLM,47.0,0.8462306468195789,False,-0.05900000000000001,-0.05700000000000001,-0.0020000000000000018,-0.050709255283710994,-0.023999999999999987,0.020000000000000018
Mean Delta Score,ConceptAdditionOperator,NegationOperator,66.0,0.2361452992298887,False,-0.05900000000000001,-0.072,0.012999999999999984,0.27044936151312526,-0.01200000000000001,0.036000000000000004
Mean Delta Score,ConceptAdditionOperator,POSAwareAntonymReplacement,57.0,0.6124139674865812,False,-0.05900000000000001,-0.06200000000000001,0.0030000000000000027,0.11832159566199232,-0.017999999999999988,0.02399999999999998
Mean Delta Score,ConceptAdditionOperator,SemanticFusionCrossover,52.5,0.8788305034124778,False,-0.05900000000000001,-0.06100000000000001,0.0020000000000000018,0.04225771273642583,-0.02102500000000001,0.02599999999999999
Mean Delta Score,ConceptAdditionOperator,SemanticSimilarityCrossover,50.0,1.0,False,-0.05900000000000001,-0.06000000000000001,0.0010000000000000009,0.0,-0.02899999999999999,0.03
Mean Delta Score,ConceptAdditionOperator,StylisticMutator,62.5,0.35812874339351886,False,-0.05900000000000001,-0.069,0.009999999999999995,0.21128856368212914,-0.010999999999999996,0.032
Mean Delta Score,ConceptAdditionOperator,TypographicalErrorsOperator,63.5,0.3080172456181022,False,-0.05900000000000001,-0.068,0.008999999999999994,0.2281916487766995,-0.009999999999999981,0.02902499999999999
Mean Delta Score,InformedEvolutionOperator,LLMBackTranslation_HI,3.5,0.00044966277206457035,True,-0.177,-0.079,-0.09799999999999999,-0.7859934568975204,-0.128,-0.06699999999999998
Mean Delta Score,InformedEvolutionOperator,LLMBasedParaphrasing,5.0,0.000710252516371389,True,-0.177,-0.074,-0.103,-0.760638829255665,-0.13399999999999998,-0.069975
Mean Delta Score,InformedEvolutionOperator,LLM_POSAwareSynonymReplacement,0.0,0.00016972960866145,True,-0.177,-0.06000000000000001,-0.11699999999999998,-0.8451542547285166,-0.14600000000000002,-0.09099999999999996
Mean Delta Score,InformedEvolutionOperator,MLM,0.0,0.00017462420855219273,True,-0.177,-0.05700000000000001,-0.11999999999999998,-0.8451542547285166,-0.14800000000000002,-0.09299999999999999
Mean Delta Score,InformedEvolutionOperator,NegationOperator,2.0,0.0003180347981768739,True,-0.177,-0.072,-0.105,-0.8113480845393759,-0.133,-0.073975
Mean Delta Score,InformedEvolutionOperator,POSAwareAntonymReplacement,0.0,0.00016684208918172868,True,-0.177,-0.06200000000000001,-0.11499999999999998,-0.8451542547285166,-0.14100000000000001,-0.08800000000000001
Mean Delta Score,InformedEvolutionOperator,SemanticFusionCrossover,0.0,0.00017861448837368167,True,-0.177,-0.06100000000000001,-0.11599999999999998,-0.8451542547285166,-0.146,-0.08799999999999998
Mean Delta Score,InformedEvolutionOperator,SemanticSimilarityCrossover,3.5,0.0004942972827103468,True,-0.177,-0.06000000000000001,-0.11699999999999998,-0.7859934568975204,-0.14900000000000002,-0.08099999999999997
Mean Delta Score,InformedEvolutionOperator,StylisticMutator,1.0,0.00023312740694000675,True,-0.177,-0.069,-0.10799999999999998,-0.8282511696339462,-0.137,-0.07899999999999997
Mean Delta Score,InformedEvolutionOperator,TypographicalErrorsOperator,1.0,0.00022433042009360488,True,-0.177,-0.068,-0.10899999999999999,-0.8282511696339462,-0.139,-0.08099999999999997
Mean Delta Score,LLMBackTranslation_HI,LLMBasedParaphrasing,44.5,0.6910616369549636,False,-0.079,-0.074,-0.0050000000000000044,-0.09296696802013682,-0.033,0.02600000000000001
Mean Delta Score,LLMBackTranslation_HI,LLM_POSAwareSynonymReplacement,24.5,0.05396314318079353,False,-0.079,-0.06000000000000001,-0.01899999999999999,-0.4310286699115435,-0.044024999999999995,0.0030000000000000027
